Código IBGE;Município;Meso Região;Micro Região;Praça Pagamento
312570508;São Geraldo do Salto;Central Mineira;Curvelo;Curvelo
310840415;São Gonçalo de Botelhos;Sul/Sudoeste de Minas;Poços de Caldas;Botelhos
3161700;São Gonçalo do Abaeté;Noroeste de Minas;Paracatu;Patos de Minas
316250015;São Gonçalo do Amarante;Campo das Vertentes;São João Del Rei;São João del Rei
313190120;São Gonçalo do Monte;Metropolitana de Belo Horizonte;Ouro Preto;Itabirito
3161809;São Gonçalo do Pará;Oeste de Minas;Divinópolis;Pará de Minas
3161908;São Gonçalo do Rio Abaixo;Metropolitana de Belo Horizonte;Itabira;Santa Bárbara
316710325;São Gonçalo do Rio das Pedras;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Serro
3125507;São Gonçalo do Rio Preto;Jequitinhonha;Diamantina;Diamantina
3162005;São Gonçalo do Sapucaí;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;São Gonçalo do Sapucaí
3162104;São Gotardo;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;São Gotardo
3962104;São Gotardo II;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;São Gotardo
311150710;São Jerônimo dos Poções;Triângulo Mineiro/Alto Paranaíba;Araxá;Campos Altos
313520940;São Joaquim;Norte de Minas;Januária;Januária
311880940;São Joaquim;Norte de Minas;Montes Claros;Coração de Jesus
3162922;São Joaquim de Bicas;Metropolitana de Belo Horizonte;Belo Horizonte;Igarapé
3162948;São José da Barra;Sul/Sudoeste de Minas;Passos;Alpinópolis
316210420;São José da Bela Vista;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;São Gotardo
312352820;São José da Figueira;Zona da Mata;Manhuaçu;Manhumirim
3162955;São José da Lapa;Metropolitana de Belo Horizonte;Belo Horizonte;Vespasiano
312420310;São José da Pedra Menina;Zona da Mata;Muriaé;Espera Feliz
3163003;São José da Safira;Vale do Rio Doce;Governador Valadares;Santa Maria do Suaçuí
3163102;São José da Varginha;Metropolitana de Belo Horizonte;Pará de Minas;Pará de Minas
310163125;São José de Pouso Alegre;Campo das Vertentes;Barbacena;Barbacena
312370010;São José do Acácio;Vale do Rio Doce;Governador Valadares;Tarumirim
3163201;São José do Alegre;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;Pedralva
316430810;São José do Barreiro;Oeste de Minas;Piuí;São Roque de Minas
317005735;São José do Batatal;Vale do Rio Doce;Caratinga;Caratinga
312570510;São José do Buriti;Central Mineira;Curvelo;Curvelo
3163300;São José do Divino;Vale do Rio Doce;Governador Valadares;Itambacuri
3163409;São José do Goiabal;Metropolitana de Belo Horizonte;Itabira;São Domingos do Prata
312770142;São José do Itapinoã;Vale do Rio Doce;Governador Valadares;Governador Valadares
315950610;São José do Itueto;Vale do Rio Doce;Aimorés;Resplendor
316610530;São José do Jacaré;Vale do Rio Doce;Guanhães;Guanhães
3163508;São José do Jacuri;Vale do Rio Doce;Peçanha;Peçanha
3163607;São José do Mantimento;Zona da Mata;Manhuaçu;Lajinha
314600815;São José do Mato Dentro;Sul/Sudoeste de Minas;Poços de Caldas;Ouro Fino
310900625;São José do Paraopeba;Metropolitana de Belo Horizonte;Belo Horizonte;Brumadinho
317130325;São José do Triunfo;Zona da Mata;Viçosa;Viçosa
313860920;São José dos Lopes;Zona da Mata;Juiz de Fora;Lima Duarte
311420410;São José dos Salgados;Oeste de Minas;Divinópolis;Carmo do Cajuru
3162203;São João Batista do Glória;Sul/Sudoeste de Minas;Passos;Passos
312160545;São João da Chapada;Jequitinhonha;Diamantina;Diamantina
312352815;São João da Figueira;Zona da Mata;Manhuaçu;Manhumirim
3162252;São João da Lagoa;Norte de Minas;Montes Claros;Coração de Jesus
3162302;São João da Mata;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;Natércia
3162401;São João da Ponte;Norte de Minas;Montes Claros;São João da Ponte
313800510;São João da Sapucaia;Zona da Mata;Cataguases;Muriaé
316070220;São João da Serra;Zona da Mata;Juiz de Fora;Santos Dumont
314810315;São João da Serra Negra;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Patrocínio
314330230;São João da Vereda;Norte de Minas;Montes Claros;Montes Claros
3162450;São João das Missões;Norte de Minas;Januária;Manga
3162500;São João del Rei;Campo das Vertentes;São João Del Rei;São João del Rei
314100910;São João do Bonito;Norte de Minas;Janaúba;Monte Azul
311340445;São João do Jacutinga;Vale do Rio Doce;Caratinga;Caratinga
3162559;São João do Manhuaçu;Zona da Mata;Manhuaçu;Manhuaçu
3162575;São João do Manteninha;Vale do Rio Doce;Mantena;Mantena
3162609;São João do Oriente;Vale do Rio Doce;Caratinga;Inhapim
3162658;São João do Pacuí;Norte de Minas;Montes Claros;Coração de Jesus
3162708;São João do Paraíso;Norte de Minas;Salinas;São João do Paraíso
317160020;São João do Vacaria;Jequitinhonha;Araçuaí;Araçuaí
3162807;São João Evangelista;Vale do Rio Doce;Guanhães;São João Evangelista
3162906;São João Nepomuceno;Zona da Mata;Juiz de Fora;São João Nepomuceno
313868225;São Judas Tadeu de Minas;Norte de Minas;Montes Claros;Brasília de Minas
3163706;São Lourenço;Sul/Sudoeste de Minas;São Lourenço;São Lourenço
312290030;São Manoel do Guaiaçu;Zona da Mata;Cataguases;Cataguases
311050915;São Mateus de Minas;Sul/Sudoeste de Minas;Pouso Alegre;Camanducaia
3163805;São Miguel do Anta;Zona da Mata;Viçosa;Viçosa
314330235;São Pedro da Garça;Norte de Minas;Montes Claros;Montes Claros
3163904;São Pedro da União;Sul/Sudoeste de Minas;São Sebastião do Paraíso;Guaxupé
314915010;São Pedro das Tabocas;Norte de Minas;Januária;Januária
311030115;São Pedro de Caldas;Sul/Sudoeste de Minas;Poços de Caldas;Caldas
313940925;São Pedro do Avaí;Zona da Mata;Manhuaçu;Manhuaçu
312595220;São Pedro do Glória;Zona da Mata;Muriaé;Carangola
313580315;São Pedro do Jequitinhonha;Jequitinhonha;Almenara;Jequitinhonha
310930320;São Pedro do Passa Três;Noroeste de Minas;Unaí;Buritis
3164100;São Pedro do Suaçuí;Vale do Rio Doce;Peçanha;Peçanha
3164001;São Pedro dos Ferros;Zona da Mata;Ponte Nova;Rio Casca
316225220;São Roberto de Minas;Norte de Minas;Montes Claros;Coração de Jesus
3164209;São Romão;Norte de Minas;Pirapora;São Romão
3164308;São Roque de Minas;Oeste de Minas;Piuí;São Roque de Minas
312930115;São Sebastião da Barra;Vale do Rio Doce;Caratinga;Inhapim
3164407;São Sebastião da Bela Vista;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;Santa Rita do Sapucaí
311610040;São Sebastião da Boa Vista;Jequitinhonha;Capelinha;Capelinha
315990230;São Sebastião da Estrela;Oeste de Minas;Oliveira;Bom Sucesso
310110235;São Sebastião da Vala;Vale do Rio Doce;Aimorés;Aimorés
3164431;São Sebastião da Vargem Alegre;Zona da Mata;Muriaé;Miraí
316250030;São Sebastião da Vitória;Campo das Vertentes;São João Del Rei;São João del Rei
310630920;São Sebastião de Braúnas;Vale do Rio Doce;Ipatinga;Açucena
310290215;São Sebastião de Campolide;Campo das Vertentes;Barbacena;Barbacena
3164472;São Sebastião do Anta;Vale do Rio Doce;Caratinga;Inhapim
314995220;São Sebastião do Baixio;Vale do Rio Doce;Ipatinga;Governador Valadares
315727820;São Sebastião do Barreado;Zona da Mata;Juiz de Fora;Rio Preto
313507615;São Sebastião do Barroso;Vale do Rio Doce;Governador Valadares;Itambacuri
317005740;São Sebastião do Batatal;Vale do Rio Doce;Caratinga;Caratinga
311750435;São Sebastião do Bom Sucesso;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
311920315;São Sebastião do Bugre;Vale do Rio Doce;Governador Valadares;Peçanha
312140710;São Sebastião do Gil;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Entre Rios de Minas
3164506;São Sebastião do Maranhão;Vale do Rio Doce;Peçanha;Santa Maria do Suaçuí
3164605;São Sebastião do Oeste;Oeste de Minas;Divinópolis;Itapecerica
3164704;São Sebastião do Paraíso;Sul/Sudoeste de Minas;São Sebastião do Paraíso;São Sebastião do Paraíso
3964704;São Sebastião do Paraíso II;Sul/Sudoeste de Minas;São Sebastião do Paraíso;São Sebastião do Paraíso
311455020;São Sebastião do Pontal;Triângulo Mineiro/Alto Paranaíba;Frutal;Iturama
3164803;São Sebastião do Rio Preto;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
3164902;São Sebastião do Rio Verde;Sul/Sudoeste de Minas;São Lourenço;São Lourenço
313940930;São Sebastião do Sacramento;Zona da Mata;Manhuaçu;Manhuaçu
315740110;São Sebastião do Soberbo;Zona da Mata;Ponte Nova;Ponte Nova
315400220;São Sebastião do Óculo;Zona da Mata;Ponte Nova;Raul Soares
314270025;São Sebastião dos Poções;Norte de Minas;Januária;Montalvânia
313490510;São Sebastião dos Robertos;Sul/Sudoeste de Minas;Poços de Caldas;Jacutinga
310560830;São Sebastião dos Torres;Campo das Vertentes;Barbacena;Barbacena
316760820;São Simão do Rio Preto;Zona da Mata;Manhuaçu;Manhuaçu
3165206;São Thomé das Letras;Sul/Sudoeste de Minas;Varginha;Três Corações
3165008;São Tiago;Campo das Vertentes;São João Del Rei;São João del Rei
3165107;São Tomás de Aquino;Sul/Sudoeste de Minas;São Sebastião do Paraíso;São Sebastião do Paraíso
313090323;São Tomé de Minas;Vale do Rio Doce;Caratinga;Inhapim
310500415;São Vicente;Metropolitana de Belo Horizonte;Sete Lagoas;Sete Lagoas
315400225;São Vicente da Estrela;Zona da Mata;Ponte Nova;Raul Soares
3165305;São Vicente de Minas;Sul/Sudoeste de Minas;Andrelândia;Andrelândia
313550620;São Vicente do Grama;Zona da Mata;Ponte Nova;Jequeri
316840810;São Vicente do Rio Doce;Vale do Rio Doce;Caratinga;Tarumirim
312770145;São Vítor;Vale do Rio Doce;Governador Valadares;Governador Valadares
313090325;Tabajara;Vale do Rio Doce;Caratinga;Inhapim
310110240;Tabaúna;Vale do Rio Doce;Aimorés;Aimorés
3167905;Tabuleiro;Zona da Mata;Ubá;Rio Pomba
311750440;Tabuleiro do Mato Dentro;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
310750510;Tabuão;Sul/Sudoeste de Minas;Andrelândia;Andrelândia
3168002;Taiobeiras;Norte de Minas;Salinas;Taiobeiras
3168051;Taparuba;Vale do Rio Doce;Aimorés;Ipanema
3168101;Tapira;Triângulo Mineiro/Alto Paranaíba;Araxá;Araxá
3168200;Tapiraí;Oeste de Minas;Piuí;Bambuí
317020625;Tapuirama;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Uberlândia
312800625;Taquaral de Guanhães;Vale do Rio Doce;Guanhães;Guanhães
3168309;Taquaraçu de Minas;Metropolitana de Belo Horizonte;Itabira;Caeté
316290625;Taruaçu;Zona da Mata;Juiz de Fora;São João Nepomuceno
316840812;Taruaçu de Minas;Vale do Rio Doce;Caratinga;Tarumirim
3168408;Tarumirim;Vale do Rio Doce;Caratinga;Tarumirim
314710522;Tavares de Minas;Metropolitana de Belo Horizonte;Pará de Minas;Pará de Minas
313840130;Tebas;Zona da Mata;Cataguases;Leopoldina
3168507;Teixeiras;Zona da Mata;Viçosa;Teixeiras
313520945;Tejuco;Norte de Minas;Januária;Januária
310730725;Terra Branca;Norte de Minas;Bocaiúva;Bocaiúva
3168606;Teófilo Otoni;Vale do Mucuri;Teófilo Otoni;Teófilo Otoni
3168705;Timóteo;Vale do Rio Doce;Ipatinga;Timóteo
3168804;Tiradentes;Campo das Vertentes;São João Del Rei;São João del Rei
3168903;Tiros;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;Tiros
312950915;Tobati;Triângulo Mineiro/Alto Paranaíba;Araxá;Ibiá
315220425;Tocandira;Norte de Minas;Janaúba;Porteirinha
3169000;Tocantins;Zona da Mata;Ubá;Ubá
312650530;Tocoiós de Minas;Jequitinhonha;Capelinha;Minas Novas
3169059;Tocos do Moji;Sul/Sudoeste de Minas;Pouso Alegre;Borda da Mata
3169109;Toledo;Sul/Sudoeste de Minas;Pouso Alegre;Extrema
3169208;Tombos;Zona da Mata;Muriaé;Tombos
312090420;Tomás Gonzaga;Central Mineira;Curvelo;Curvelo
316860625;Topázio;Vale do Mucuri;Teófilo Otoni;Teófilo Otoni
314710525;Torneiros;Metropolitana de Belo Horizonte;Pará de Minas;Pará de Minas
313670280;Torreões;Zona da Mata;Juiz de Fora;Juiz de Fora
316110640;Travessão de Minas;Norte de Minas;Januária;São Francisco
317210310;Trimonte;Zona da Mata;Cataguases;Além Paraíba
316710330;Três Barras da Estrada Real;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Serro
3169307;Três Corações;Sul/Sudoeste de Minas;Varginha;Três Corações
3969307;Três Corações II;Sul/Sudoeste de Minas;Varginha;Três Corações
310610115;Três Ilhas;Zona da Mata;Juiz de Fora;Matias Barbosa
3169356;Três Marias;Central Mineira;Três Marias;Três Marias
3169406;Três Pontas;Sul/Sudoeste de Minas;Varginha;Três Pontas
312900410;Tuiutinga;Zona da Mata;Ubá;Visconde do Rio Branco
3169505;Tumiritinga;Vale do Rio Doce;Governador Valadares;Conselheiro Pena
3169604;Tupaciguara;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Tupaciguara
314140510;Tuparecê;Jequitinhonha;Pedra Azul;Medina
3169703;Turmalina;Jequitinhonha;Capelinha;Turmalina
3169802;Turvolândia;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;Silvianópolis
3170057;Ubaporanga;Vale do Rio Doce;Caratinga;Caratinga
316990115;Ubari;Zona da Mata;Ubá;Ubá
3170008;Ubaí;Norte de Minas;Montes Claros;Brasilândia de Minas
3170107;Uberaba;Triângulo Mineiro/Alto Paranaíba;Uberaba;Uberaba
3170206;Uberlândia;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Uberlândia
3169901;Ubá;Zona da Mata;Ubá;Ubá
310660620;Umburaninha;Vale do Mucuri;Nanuque;Águas Formosas
3170305;Umburatiba;Vale do Mucuri;Nanuque;Águas Formosas
313865815;Umbuzeiro;Norte de Minas;Montes Claros;São João da Ponte
3170404;Unaí;Noroeste de Minas;Unaí;Unaí
3170438;União de Minas;Triângulo Mineiro/Alto Paranaíba;Frutal;Iturama
3170479;Uruana de Minas;Noroeste de Minas;Unaí;Arinos
3170529;Urucuia;Norte de Minas;Januária;Arinos
3170503;Urucânia;Zona da Mata;Ponte Nova;Jequeri
316840815;Vai-Volta;Vale do Rio Doce;Caratinga;Tarumirim
313115815;Vale Verde de Minas;Vale do Rio Doce;Caratinga;Ipatinga
316060320;Valo Fundo;Central Mineira;Curvelo;Corinto
315240210;Valão;Vale do Mucuri;Teófilo Otoni;Teófilo Otoni
315110720;Valão Quente;Zona da Mata;Cataguases;Pirapetinga
3170578;Vargem Alegre;Vale do Rio Doce;Caratinga;Caratinga
3170602;Vargem Bonita;Oeste de Minas;Piuí;São Roque de Minas
315440835;Vargem do Amargoso;Campo das Vertentes;Barbacena;Barbacena
310860240;Vargem Grande do Bom Jesus;Norte de Minas;Montes Claros;Brasília de Minas
3170651;Vargem Grande do Rio Pardo;Norte de Minas;Salinas;Rio Pardo de Minas
316100730;Vargem Linda;Metropolitana de Belo Horizonte;Itabira;São Domingos do Prata
3170701;Varginha;Sul/Sudoeste de Minas;Varginha;Varginha
3170750;Varjão de Minas;Noroeste de Minas;Paracatu;Patos de Minas
3170909;Varzelândia;Norte de Minas;Montes Claros;São João da Ponte
315210515;Vau-Açu;Zona da Mata;Ponte Nova;Ponte Nova
3171006;Vazante;Noroeste de Minas;Paracatu;Vazante
310620060;Venda Nova;Metropolitana de Belo Horizonte;Belo Horizonte;Belo Horizonte
314930920;Vera Cruz de Minas;Metropolitana de Belo Horizonte;Belo Horizonte;Pedro Leopoldo
3171030;Verdelândia;Norte de Minas;Montes Claros;Janaúba
313630625;Veredas;Noroeste de Minas;Paracatu;João Pinheiro
3171071;Veredinha;Jequitinhonha;Capelinha;Turmalina
314390640;Vermelho;Zona da Mata;Muriaé;Muriaé
3171154;Vermelho Novo;Zona da Mata;Ponte Nova;Raul Soares
315400235;Vermelho Velho;Zona da Mata;Ponte Nova;Raul Soares
3171105;Veríssimo;Triângulo Mineiro/Alto Paranaíba;Uberaba;Uberaba
3171204;Vespasiano;Metropolitana de Belo Horizonte;Belo Horizonte;Vespasiano
3171402;Vieiras;Zona da Mata;Muriaé;Miradouro
315057035;Vila Acari;Norte de Minas;Januária;São Francisco
310450220;Vila Bom Jesus;Noroeste de Minas;Unaí;Arinos
311615930;Vila Bom Jesus de Minas;Norte de Minas;Januária;Arinos
314650310;Vila Costina;Oeste de Minas;Formiga;Arcos
310860245;Vila de Fátima;Norte de Minas;Montes Claros;Brasília de Minas
314330240;Vila Nova de Minas;Norte de Minas;Montes Claros;Montes Claros
313510020;Vila Nova dos Poções;Norte de Minas;Janaúba;Janaúba
312770155;Vila Nova Floresta;Vale do Rio Doce;Governador Valadares;Governador Valadares
314430010;Vila Pereira;Vale do Mucuri;Nanuque;Nanuque
311615935;Vila Retiro Velho;Norte de Minas;Januária;Arinos
313940940;Vilanova;Zona da Mata;Manhuaçu;Manhuaçu
312900415;Vilas Boas;Zona da Mata;Ubá;Visconde do Rio Branco
312200925;Viletes;Zona da Mata;Muriaé;Divino
3171600;Virgem da Lapa;Jequitinhonha;Araçuaí;Araçuaí
3171808;Virginópolis;Vale do Rio Doce;Guanhães;Virginópolis
3971808;Virginópolis II;Vale do Rio Doce;Guanhães;Virginópolis
3171907;Virgolândia;Vale do Rio Doce;Governador Valadares;Peçanha
3171709;Virgínia;Sul/Sudoeste de Minas;Itajubá;Itanhandu
3172004;Visconde do Rio Branco;Zona da Mata;Ubá;Visconde do Rio Branco
311650610;Vista Alegre;Norte de Minas;Montes Claros;Montes Claros
311530020;Vista Alegre;Zona da Mata;Cataguases;Cataguases
310210020;Vitorinos;Zona da Mata;Viçosa;Alto Rio Doce
3171303;Viçosa;Zona da Mata;Viçosa;Viçosa
3172103;Volta Grande;Zona da Mata;Cataguases;Além Paraíba
313520950;Várzea Bonita;Norte de Minas;Januária;Januária
3170800;Várzea da Palma;Norte de Minas;Pirapora;Várzea da Palma
3172202;Wenceslau Braz;Sul/Sudoeste de Minas;Itajubá;Itajubá
315770810;Zelândia;Triângulo Mineiro/Alto Paranaíba;Araxá;Nova Ponte
315740115;Zito Soares;Zona da Mata;Ponte Nova;Ponte Nova
3100609;Água Boa;Vale do Rio Doce;Peçanha;Capelinha
311700910;Água Branca de Minas;Jequitinhonha;Pedra Azul;Medina
3100708;Água Comprida;Triângulo Mineiro/Alto Paranaíba;Uberaba;Uberaba
310090607;Água Quente;Vale do Mucuri;Nanuque;Águas Formosas
316920807;Água Santa de Minas;Zona da Mata;Muriaé;Tombos
312460910;Água Viva;Zona da Mata;Cataguases;Pirapetinga
310270410;Águas Altas;Jequitinhonha;Pedra Azul;Pedra Azul
311770210;Águas de Contendas;Sul/Sudoeste de Minas;São Lourenço;Conceição do Rio Verde
3100906;Águas Formosas;Vale do Mucuri;Nanuque;Águas Formosas
316400110;Águas Férreas;Zona da Mata;Ponte Nova;Rio Casca
3101003;Águas Vermelhas;Norte de Minas;Salinas;Pedra Azul
